,0.5,0.55,0.7
0.005,4.755956206185395e-08,4.755956206185395e-08,4.755956206185395e-08
0.01263157894736842,4.793332043014296e-06,4.793332043014296e-06,4.793332043014296e-06
0.02026315789473684,3.787587815769692e-05,3.787587815769692e-05,3.787587815769692e-05
0.027894736842105264,0.00013919405436589184,0.00013919405436589184,0.00013919405436589184
0.035526315789473684,0.0003495346883048955,0.0003495346883048955,0.0003495346883048955
0.0431578947368421,0.0007126342007330748,0.0007126342007330748,0.0007126342007330748
0.05078947368421052,0.001249984210756737,0.001249984210756737,0.001249984210756737
0.05842105263157894,0.0020079603236012235,0.0020079603236012235,0.0020079603236012235
0.06605263157894736,0.00300901109462727,0.00300901109462727,0.00300901109462727
0.0736842105263158,0.00423234551724211,0.00423234551724211,0.00423234551724211
0.08131578947368422,0.005758942608821238,0.005758942608821238,0.005758942608821238
0.08894736842105264,0.00755835402690176,0.00755835402690176,0.00755835402690176
0.09657894736842106,0.009571212872495122,0.009571212872495122,0.009571212872495122
0.10421052631578948,0.011966645720087191,0.011966645720087191,0.011966645720087191
0.1118421052631579,0.014642147430145757,0.014642147430145757,0.014642147430145757
0.11947368421052632,0.017579028149592873,0.017579028149592873,0.017579028149592873
0.12710526315789472,0.020709697200282005,0.020709697200282005,0.020709697200282005
0.13473684210526315,0.024281825116250107,0.024281825116250107,0.024281825116250107
0.1423684210526316,0.028044052979414993,0.028044052979414993,0.028044052979414993
0.15,0.031951248820452,0.031951248820452,0.031951248820452
